"event_type","event_time","container_no_raw","type_raw","remark_raw","cost","currency","facility","source_file","source_row"
"CLEANING","2025-12-30T00:30:18.000000","PONU3764356","SWEEP","OIL STAIN","68.98","USD","CT02-C-20-4","cleaning_log_2024.csv","20147"
"CLEANING","2025-12-31T00:53:03.700000","PONU3764356","SWEEP","OIL STAIN","27.21","USD","CT01-A-12-1","cleaning_log_2024.csv","14415"
"CLEANING","2026-01-01T00:11:21.100000","PONU3764356","STEAM","DIRTY FLOOR","113.46","USD","CT01-B-05-2","cleaning_log_2024.csv","113"
"CLEANING","2026-01-08T00:51:12.900000","CXDU2578868","STEAM","ODOR","76.99","USD","CT01-B-05-2","cleaning_log_2024.csv","7975"
"CLEANING","2026-01-12T00:33:34.800000","CXDU2578868","CHEMICAL","OIL STAIN","36.42","USD","CT04-Terminal","cleaning_log_2024.csv","114"
"CLEANING","2026-01-06T00:31:36.900000","HLCU7276750","SWEEP","","44.82","USD","CT03-Depot","cleaning_log_2024.csv","117"
"CLEANING","2026-01-06T00:33:24.400000","HLCU7276750","WATER","DIRTY FLOOR","25.33","USD","CT01-A-12-1","cleaning_log_2024.csv","10168"
"CLEANING","2026-01-07T00:05:20.100000","HLCU7276750","STEAM","ODOR","51.97","USD","CT01-A-12-1","cleaning_log_2024.csv","9965"
"CLEANING","2026-01-07T00:49:34.300000","HLCU7276750","WATER","ODOR","44.68","USD","CT01-Yard-A","cleaning_log_2024.csv","18842"
"CLEANING","2026-01-07T00:03:28.200000","HLCU7276750","WATER","","54.87","USD","CT02-Yard-B","cleaning_log_2024.csv","10634"
"CLEANING","2025-12-21T00:03:11.200000","MSCU6417982","SWEEP","DIRTY FLOOR","67.42","USD","CT03-Depot","cleaning_log_2024.csv","20305"
"CLEANING","2025-12-22T00:18:07.600000","MSCU6417982","CHEMICAL","OIL STAIN","40.73","USD","CT01-B-05-2","cleaning_log_2024.csv","2763"
"CLEANING","2025-12-24T00:08:25.200000","MSCU6417982","SWEEP","DIRTY FLOOR","24.64","USD","CT01-B-05-2","cleaning_log_2024.csv","16103"
"CLEANING","2026-01-03T00:43:55.500000","MSCU6417982","WATER","","82.5","USD","CT03-Depot","cleaning_log_2024.csv","19456"
"CLEANING","2026-01-09T00:59:04.400000","MSCU6417982","SWEEP","","42.39","USD","CT01-A-12-1","cleaning_log_2024.csv","119"
"CLEANING","2025-12-18T00:24:52.000000","PONU7039968","WATER","OIL STAIN","75.47","USD","CT03-A-01-1","cleaning_log_2024.csv","17268"
"CLEANING","2025-12-19T00:58:48.800000","PONU7039968","SWEEP","ODOR","104.92","USD","CT02-C-20-4","cleaning_log_2024.csv","120"
"CLEANING","2025-12-21T00:39:45.200000","PONU7039968","WATER","DIRTY FLOOR","43.21","USD","CT02-Yard-B","cleaning_log_2024.csv","16286"
"CLEANING","2025-12-24T00:34:44.900000","PONU7039968","SWEEP","","23.47","USD","CT03-Depot","cleaning_log_2024.csv","6910"
"CLEANING","2026-01-06T00:25:58.300000","PONU9372240","WATER","","23.12","USD","CT02-C-20-4","cleaning_log_2024.csv","121"
"CLEANING","2026-01-07T00:34:51.600000","PONU9372240","CHEMICAL","","33.58","USD","CT04-B-10-3","cleaning_log_2024.csv","22733"
"CLEANING","2026-01-06T00:30:44.200000","CXDU9134175","STEAM","DIRTY FLOOR","52.62","USD","CT02-C-20-4","cleaning_log_2024.csv","6903"
"CLEANING","2026-01-07T00:28:53.800000","CXDU9134175","WATER","ODOR","75.57","USD","CT01-B-05-2","cleaning_log_2024.csv","122"
"CLEANING","2026-01-13T00:36:33.200000","PONU3702956","CHEMICAL","","50.03","USD","CT01-Yard-A","cleaning_log_2024.csv","123"
"CLEANING","2026-01-14T00:46:30.600000","PONU3702956","CHEMICAL","OIL STAIN","57.8","USD","CT01-Yard-A","cleaning_log_2024.csv","13202"
"CLEANING","2026-01-14T00:08:54.100000","PONU3702956","STEAM","","113.22","USD","CT02-Yard-B","cleaning_log_2024.csv","4483"
"CLEANING","2026-01-15T00:03:21.600000","PONU3702956","WATER","","59.12","USD","CT04-B-10-3","cleaning_log_2024.csv","16527"
"CLEANING","2026-01-18T00:39:53.400000","MSCU1808766","STEAM","","75.54","USD","CT02-Yard-B","cleaning_log_2024.csv","11564"
"CLEANING","2026-01-20T00:50:34.300000","MSCU1808766","WATER","","92.15","USD","CT03-Depot","cleaning_log_2024.csv","21776"
"CLEANING","2026-01-20T00:34:35.300000","MSCU1808766","STEAM","","42.53","USD","CT01-B-05-2","cleaning_log_2024.csv","124"
"CLEANING","2026-01-15T00:30:17.200000","CXDU8781865","WATER","","43.02","USD","CT01-B-05-2","cleaning_log_2024.csv","14114"
"CLEANING","2026-01-16T00:21:57.800000","CXDU8781865","CHEMICAL","","22.17","USD","CT01-B-05-2","cleaning_log_2024.csv","15323"
"CLEANING","2026-01-16T00:47:02.300000","CXDU8781865","CHEMICAL","DIRTY FLOOR","111.31","USD","CT04-Terminal","cleaning_log_2024.csv","125"
"CLEANING","2026-01-16T00:28:43.700000","CXDU8781865","STEAM","DIRTY FLOOR","111.95","USD","CT03-A-01-1","cleaning_log_2024.csv","8876"
"CLEANING","2026-01-08T00:36:31.400000","PONU9706962","CHEMICAL","","62.12","USD","CT03-Depot","cleaning_log_2024.csv","20233"
"CLEANING","2026-01-08T00:02:50.100000","PONU9706962","CHEMICAL","DIRTY FLOOR","99.81","USD","CT04-Terminal","cleaning_log_2024.csv","127"
"CLEANING","2026-01-10T00:59:31.400000","PONU9706962","STEAM","","67.24","USD","CT04-B-10-3","cleaning_log_2024.csv","843"
"CLEANING","2026-01-04T00:52:35.100000","HLCU5802801","STEAM","DIRTY FLOOR","109.12","USD","CT02-C-20-4","cleaning_log_2024.csv","2510"
"CLEANING","2026-01-10T00:11:29.800000","HLCU5802801","WATER","ODOR","115.99","USD","CT03-Depot","cleaning_log_2024.csv","128"
"CLEANING","2026-01-11T00:46:24.100000","CXDU6530031","CHEMICAL","OIL STAIN","61.53","USD","CT03-A-01-1","cleaning_log_2024.csv","13881"
"CLEANING","2026-01-14T00:02:38.900000","CXDU6530031","STEAM","OIL STAIN","60.17","USD","CT03-Depot","cleaning_log_2024.csv","132"
"CLEANING","2026-01-01T00:52:57.300000","HLCU8964520","CHEMICAL","DIRTY FLOOR","68.94","USD","CT01-Yard-A","cleaning_log_2024.csv","15719"
"CLEANING","2026-01-03T00:50:55.200000","HLCU8964520","CHEMICAL","","23.27","USD","CT02-C-20-4","cleaning_log_2024.csv","10302"
"CLEANING","2026-01-05T00:27:22.200000","HLCU8964520","STEAM","","101.77","USD","CT02-Yard-B","cleaning_log_2024.csv","13498"
"CLEANING","2026-01-06T00:55:39.200000","HLCU8964520","WATER","OIL STAIN","78.21","USD","CT03-A-01-1","cleaning_log_2024.csv","133"
"CLEANING","2026-01-20T00:58:20.400000","HLCU6962432","CHEMICAL","DIRTY FLOOR","109.94","USD","CT01-A-12-1","cleaning_log_2024.csv","135"
"CLEANING","2026-01-21T00:36:49.400000","HLCU6962432","WATER","OIL STAIN","68.62","USD","CT04-B-10-3","cleaning_log_2024.csv","18504"
"CLEANING","2026-01-21T00:48:59.700000","HLCU6962432","STEAM","ODOR","70.5","USD","CT03-A-01-1","cleaning_log_2024.csv","22514"
"CLEANING","2026-01-23T00:41:34.900000","HLCU6962432","STEAM","","56.1","USD","CT01-A-12-1","cleaning_log_2024.csv","12325"
"CLEANING","2026-01-02T00:50:12.600000","CXDU2342325","SWEEP","OIL STAIN","38.46","USD","CT01-A-12-1","cleaning_log_2024.csv","12473"
"CLEANING","2026-01-02T00:35:19.500000","CXDU2342325","STEAM","ODOR","16.6","USD","CT02-Yard-B","cleaning_log_2024.csv","137"
"CLEANING","2025-12-25T16:15:00.000000","HLCU4496599","WATER","DIRTY FLOOR","18.87","USD","CT01-Yard-A","cleaning_log_2024.csv","11374"
"CLEANING","2025-12-25T16:15:26.414826","HLCU4496599","WATER","OIL STAIN","18.46","USD","CT01-B-05-2","cleaning_log_2024.csv","4178"
"CLEANING","2025-12-25T16:15:23.324289","HLCU4496599","STEAM","OIL STAIN","44.63","USD","CT03-Depot","cleaning_log_2024.csv","1327"
"CLEANING","2025-12-25T16:16:00.000000","HLCU4496599","WATER","DIRTY FLOOR","84.91","USD","CT02-C-20-4","cleaning_log_2024.csv","139"
"CLEANING","2026-01-04T00:21:35.800000","HLCU2060342","STEAM","DIRTY FLOOR","83.14","USD","CT01-Yard-A","cleaning_log_2024.csv","140"
"CLEANING","2026-01-14T00:19:31.700000","HLCU2060342","WATER","","35.63","USD","CT02-Yard-B","cleaning_log_2024.csv","5885"
"CLEANING","2026-01-15T00:30:28.900000","HLCU2060342","STEAM","","87.5","USD","CT01-B-05-2","cleaning_log_2024.csv","22988"
"CLEANING","2025-12-13T00:07:21.100000","TCNU3490069","WATER","","48.01","USD","CT03-Depot","cleaning_log_2024.csv","13393"
"CLEANING","2025-12-13T00:52:42.600000","TCNU3490069","SWEEP","","105.2","USD","CT04-B-10-3","cleaning_log_2024.csv","141"
"CLEANING","2025-12-30T00:19:49.800000","MSCU2416188","CHEMICAL","","94.26","USD","CT01-A-12-1","cleaning_log_2024.csv","143"
"CLEANING","2026-01-22T00:16:59.800000","CXDU6572325","STEAM","DIRTY FLOOR","85.17","USD","CT04-Terminal","cleaning_log_2024.csv","144"
"CLEANING","2026-01-23T00:26:02.200000","CXDU6572325","STEAM","OIL STAIN","118.72","USD","CT03-Depot","cleaning_log_2024.csv","274"
"CLEANING","2026-01-08T00:46:51.800000","PONU8525529","WATER","DIRTY FLOOR","36.41","USD","CT02-Yard-B","cleaning_log_2024.csv","145"
"CLEANING","2026-01-16T00:42:50.000000","TCNU4189583","STEAM","","34.86","USD","CT02-C-20-4","cleaning_log_2024.csv","3772"
"CLEANING","2026-01-17T00:24:21.800000","TCNU4189583","STEAM","ODOR","93.88","USD","CT02-C-20-4","cleaning_log_2024.csv","147"
"CLEANING","2025-12-14T00:38:59.700000","TCNU6766914","WATER","DIRTY FLOOR","65.62","USD","CT03-A-01-1","cleaning_log_2024.csv","11534"
"CLEANING","2025-12-14T00:15:05.100000","TCNU6766914","STEAM","ODOR","89.52","USD","CT03-Depot","cleaning_log_2024.csv","7671"
"CLEANING","2025-12-14T00:14:23.700000","TCNU6766914","CHEMICAL","ODOR","116.5","USD","CT04-Terminal","cleaning_log_2024.csv","150"
"CLEANING","2025-12-15T00:58:55.300000","TCNU6766914","SWEEP","","69.06","USD","CT02-C-20-4","cleaning_log_2024.csv","10197"
"CLEANING","2026-01-05T00:45:02.400000","HLCU4230996","CHEMICAL","","75.33","USD","CT01-B-05-2","cleaning_log_2024.csv","13550"
"CLEANING","2026-01-06T00:37:19.300000","HLCU4230996","WATER","ODOR","56.92","USD","CT04-Terminal","cleaning_log_2024.csv","152"
"CLEANING","2026-01-22T00:21:50.000000","MSCU6205137","CHEMICAL","OIL STAIN","114.7","USD","CT03-Depot","cleaning_log_2024.csv","21146"
"CLEANING","2026-01-22T00:27:35.400000","MSCU6205137","CHEMICAL","","27.2","USD","CT01-B-05-2","cleaning_log_2024.csv","154"
"CLEANING","2026-01-22T00:11:20.200000","MSCU6205137","STEAM","ODOR","99.7","USD","CT04-Terminal","cleaning_log_2024.csv","16480"
"CLEANING","2026-01-14T00:41:55.200000","CXDU3138464","SWEEP","DIRTY FLOOR","16.9","USD","CT04-Terminal","cleaning_log_2024.csv","11233"
"CLEANING","2026-01-14T00:46:20.300000","CXDU3138464","WATER","","68.35","USD","CT04-Terminal","cleaning_log_2024.csv","156"
"CLEANING","2026-01-09T00:31:05.200000","MSCU4394551","CHEMICAL","","106.44","USD","CT04-B-10-3","cleaning_log_2024.csv","157"
"CLEANING","2026-01-11T00:28:47.400000","MSCU4394551","WATER","OIL STAIN","","USD","CT04-Terminal","cleaning_log_2024.csv","5494"
"CLEANING","2026-01-12T00:50:20.500000","MSCU4394551","STEAM","","72.88","USD","CT01-A-12-1","cleaning_log_2024.csv","12340"
"CLEANING","2025-12-26T00:48:45.900000","HLCU5241413","WATER","ODOR","16.79","USD","CT02-C-20-4","cleaning_log_2024.csv","23480"
"CLEANING","2025-12-27T00:28:54.200000","HLCU5241413","CHEMICAL","OIL STAIN","19.48","USD","CT01-Yard-A","cleaning_log_2024.csv","158"
"CLEANING","2026-01-07T00:11:16.200000","HLCU5241413","STEAM","OIL STAIN","103.86","USD","CT01-A-12-1","cleaning_log_2024.csv","13398"
"CLEANING","2025-12-14T00:42:42.000000","PONU8312624","CHEMICAL","ODOR","23.38","USD","CT02-Yard-B","cleaning_log_2024.csv","1562"
"CLEANING","2025-12-14T00:57:54.800000","PONU8312624","SWEEP","OIL STAIN","94.61","USD","CT01-Yard-A","cleaning_log_2024.csv","19982"
"CLEANING","2025-12-14T00:42:21.200000","PONU8312624","CHEMICAL","OIL STAIN","21.27","USD","CT02-Yard-B","cleaning_log_2024.csv","161"
"CLEANING","2026-01-04T00:11:01.200000","HLCU6302271","CHEMICAL","","65.11","USD","CT04-Terminal","cleaning_log_2024.csv","3402"
"CLEANING","2026-01-07T00:45:09.500000","HLCU6302271","SWEEP","DIRTY FLOOR","59.64","USD","CT01-B-05-2","cleaning_log_2024.csv","166"
"CLEANING","2026-01-08T00:56:00.500000","PONU1511551","SWEEP","","56.81","USD","CT01-B-05-2","cleaning_log_2024.csv","13995"
"CLEANING","2026-01-08T00:39:56.400000","PONU1511551","SWEEP","","36.38","USD","CT03-A-01-1","cleaning_log_2024.csv","167"
"CLEANING","2026-01-08T00:14:02.200000","PONU1511551","SWEEP","ODOR","32.08","USD","CT01-A-12-1","cleaning_log_2024.csv","4531"
"CLEANING","2026-01-08T00:30:16.200000","PONU1511551","STEAM","","33.33","USD","CT04-B-10-3","cleaning_log_2024.csv","19393"
"CLEANING","2026-01-08T00:31:13.500000","PONU1511551","CHEMICAL","OIL STAIN","102.48","USD","CT01-Yard-A","cleaning_log_2024.csv","22042"
"CLEANING","2025-12-12T00:07:57.400000","CXDU2041925","STEAM","DIRTY FLOOR","55.03","USD","CT01-A-12-1","cleaning_log_2024.csv","168"
"CLEANING","2025-12-12T00:28:26.900000","CXDU2041925","STEAM","ODOR","37.92","USD","CT03-Depot","cleaning_log_2024.csv","5482"
"CLEANING","2025-12-13T00:26:06.000000","CXDU2041925","STEAM","DIRTY FLOOR","19.07","USD","CT02-Yard-B","cleaning_log_2024.csv","6262"
"CLEANING","2026-01-11T00:42:49.800000","TCNU5745070","CHEMICAL","DIRTY FLOOR","90.83","USD","CT02-C-20-4","cleaning_log_2024.csv","22786"
"CLEANING","2026-01-11T00:05:01.600000","TCNU5745070","WATER","ODOR","57.96","USD","CT04-Terminal","cleaning_log_2024.csv","169"
"CLEANING","2025-12-27T00:45:53.000000","TCNU5115622","WATER","OIL STAIN","89.81","USD","CT02-C-20-4","cleaning_log_2024.csv","5567"
"CLEANING","2026-01-05T00:59:52.400000","TCNU5115622","SWEEP","","26.12","USD","CT01-B-05-2","cleaning_log_2024.csv","171"
"CLEANING","2026-01-12T00:18:20.200000","PONU5435871","STEAM","DIRTY FLOOR","60.25","USD","CT04-B-10-3","cleaning_log_2024.csv","172"
"CLEANING","2026-01-13T00:37:47.000000","PONU5435871","WATER","ODOR","68.35","USD","CT03-A-01-1","cleaning_log_2024.csv","3890"
"CLEANING","2026-01-19T13:45:00.000000","HLCU2373098","CHEMICAL","DIRTY FLOOR","55.19","USD","CT02-Yard-B","cleaning_log_2024.csv","173"
"CLEANING","2026-01-19T13:44:00.000000","HLCU2373098","STEAM","DIRTY FLOOR","85.26","USD","CT02-C-20-4","cleaning_log_2024.csv","18456"
"CLEANING","2026-01-01T00:35:30.400000","MSCU9771153","WATER","","92.71","USD","CT02-C-20-4","cleaning_log_2024.csv","177"
"CLEANING","2026-01-02T00:37:40.900000","MSCU9771153","CHEMICAL","DIRTY FLOOR","64.77","USD","CT02-C-20-4","cleaning_log_2024.csv","9603"
"CLEANING","2026-01-02T00:42:41.600000","MSCU9771153","SWEEP","DIRTY FLOOR","-34.33","USD","CT02-C-20-4","cleaning_log_2024.csv","6268"
"CLEANING","2025-12-31T00:39:02.000000","MSCU4008357","WATER","","90.35","USD","CT04-Terminal","cleaning_log_2024.csv","6153"
"CLEANING","2026-01-01T00:57:20.400000","MSCU4008357","SWEEP","DIRTY FLOOR","-91.91","USD","CT04-B-10-3","cleaning_log_2024.csv","14304"
"CLEANING","2026-01-01T00:49:51.000000","MSCU4008357","WATER","OIL STAIN","65.09","USD","CT02-C-20-4","cleaning_log_2024.csv","178"
"CLEANING","2026-01-11T00:26:18.900000","MSCU5409025","SWEEP","ODOR","73.6","USD","CT02-Yard-B","cleaning_log_2024.csv","16282"
"CLEANING","2026-01-11T00:35:35.300000","MSCU5409025","CHEMICAL","","117.67","USD","CT03-A-01-1","cleaning_log_2024.csv","8419"
"CLEANING","2026-01-11T00:21:05.000000","MSCU5409025","CHEMICAL","DIRTY FLOOR","62.99","USD","CT03-Depot","cleaning_log_2024.csv","179"
"CLEANING","2025-12-16T08:29:00.000000","PONU8974930","WATER","OIL STAIN","95.84","USD","CT04-B-10-3","cleaning_log_2024.csv","181"
"CLEANING","2025-12-16T08:28:00.000000","PONU8974930","SWEEP","","84.37","USD","CT03-Depot","cleaning_log_2024.csv","13264"
"CLEANING","2026-01-11T00:42:25.300000","HLCU1583930","STEAM","","29.98","USD","CT04-B-10-3","cleaning_log_2024.csv","183"
"CLEANING","2026-01-17T00:15:52.600000","PONU6766315","CHEMICAL","ODOR","115.76","USD","CT04-B-10-3","cleaning_log_2024.csv","184"
"CLEANING","2026-01-06T00:11:51.300000","MSCU9689089","STEAM","","44.16","USD","CT04-Terminal","cleaning_log_2024.csv","201"
"CLEANING","2026-01-09T00:46:04.000000","MSCU9689089","CHEMICAL","OIL STAIN","112.73","USD","CT01-A-12-1","cleaning_log_2024.csv","186"
"CLEANING","2026-01-19T00:41:54.200000","HLCU6478766","SWEEP","DIRTY FLOOR","52.24","USD","CT04-Terminal","cleaning_log_2024.csv","188"
"CLEANING","2026-01-19T00:05:44.500000","HLCU6478766","CHEMICAL","","104.37","USD","CT01-B-05-2","cleaning_log_2024.csv","10581"
"CLEANING","2026-01-11T00:23:36.500000","MSCU2711968","CHEMICAL","ODOR","118.13","USD","CT01-B-05-2","cleaning_log_2024.csv","191"
"CLEANING","2026-01-13T00:21:08.200000","MSCU2711968","WATER","","77.47","USD","CT02-C-20-4","cleaning_log_2024.csv","20567"
"CLEANING","2026-01-12T00:26:11.100000","PONU8408965","STEAM","","27","USD","CT04-Terminal","cleaning_log_2024.csv","561"
"CLEANING","2026-01-15T00:39:47.900000","PONU8408965","WATER","DIRTY FLOOR","110.78","USD","CT02-C-20-4","cleaning_log_2024.csv","192"
"CLEANING","2026-01-15T00:52:58.300000","PONU8408965","STEAM","","53.74","USD","CT04-B-10-3","cleaning_log_2024.csv","7666"
"CLEANING","2026-01-07T00:27:34.200000","MSCU3046382","WATER","","91.53","USD","CT01-A-12-1","cleaning_log_2024.csv","4895"
"CLEANING","2026-01-08T00:40:56.500000","MSCU3046382","CHEMICAL","ODOR","52.31","USD","CT04-Terminal","cleaning_log_2024.csv","193"
"CLEANING","2026-01-08T00:21:43.400000","MSCU7292534","WATER","DIRTY FLOOR","110.7","USD","CT03-A-01-1","cleaning_log_2024.csv","17981"
"CLEANING","2026-01-13T00:54:07.900000","MSCU7292534","STEAM","DIRTY FLOOR","16.64","USD","CT02-C-20-4","cleaning_log_2024.csv","197"
"CLEANING","2026-01-17T00:25:23.000000","MSCU7292534","CHEMICAL","OIL STAIN","90.79","USD","CT02-Yard-B","cleaning_log_2024.csv","1025"
"CLEANING","2026-01-13T00:44:56.300000","HLCU6709149","SWEEP","DIRTY FLOOR","85.61","USD","CT01-Yard-A","cleaning_log_2024.csv","13010"
"CLEANING","2026-01-14T00:47:43.700000","HLCU6709149","STEAM","OIL STAIN","22.11","USD","CT02-Yard-B","cleaning_log_2024.csv","23009"
"CLEANING","2026-01-14T00:46:44.200000","HLCU6709149","WATER","OIL STAIN","47.03","USD","CT03-Depot","cleaning_log_2024.csv","7087"
"CLEANING","2026-01-14T00:40:48.000000","HLCU6709149","WATER","OIL STAIN","16.18","USD","CT01-B-05-2","cleaning_log_2024.csv","198"
"CLEANING","2026-01-06T00:08:32.600000","PONU1493758","STEAM","","High","USD","CT01-B-05-2","cleaning_log_2024.csv","199"
"CLEANING","2026-01-06T00:02:38.500000","PONU1493758","CHEMICAL","OIL STAIN","106.57","USD","CT03-Depot","cleaning_log_2024.csv","20408"
"CLEANING","2026-01-06T00:10:56.000000","PONU1493758","STEAM","DIRTY FLOOR","109.52","USD","CT03-A-01-1","cleaning_log_2024.csv","5696"
"CLEANING","2026-01-06T00:51:26.000000","PONU1493758","SWEEP","","","USD","CT01-Yard-A","cleaning_log_2024.csv","6008"
"CLEANING","2026-01-06T00:05:54.900000","PONU1493758","SWEEP","ODOR","60.22","USD","CT02-Yard-B","cleaning_log_2024.csv","13602"
"CLEANING","2026-01-17T00:24:15.100000","HLCU6716207","WATER","ODOR","79.74","USD","CT02-Yard-B","cleaning_log_2024.csv","9039"
"CLEANING","2026-01-18T00:12:38.700000","HLCU6716207","SWEEP","DIRTY FLOOR","70.23","USD","CT02-C-20-4","cleaning_log_2024.csv","202"
"CLEANING","2025-12-27T00:52:50.700000","TCNU3357812","WATER","","101.99","USD","CT01-Yard-A","cleaning_log_2024.csv","203"
"CLEANING","2026-01-02T00:53:44.300000","PONU9070438","SWEEP","OIL STAIN","118.09","USD","CT03-Depot","cleaning_log_2024.csv","13563"
"CLEANING","2026-01-02T00:12:44.300000","PONU9070438","SWEEP","","31.42","USD","CT02-Yard-B","cleaning_log_2024.csv","206"
"CLEANING","2026-01-06T00:26:00.900000","PONU9070438","STEAM","","72.85","USD","CT01-B-05-2","cleaning_log_2024.csv","3031"
"CLEANING","2026-01-07T00:48:52.900000","HLCU9486835","WATER","DIRTY FLOOR","68.35","USD","CT04-Terminal","cleaning_log_2024.csv","207"
"CLEANING","2025-12-17T00:39:41.700000","CXDU4469002","STEAM","","28.3","USD","CT04-B-10-3","cleaning_log_2024.csv","1942"
"CLEANING","2025-12-17T00:46:13.200000","CXDU4469002","STEAM","","68.5","USD","CT03-A-01-1","cleaning_log_2024.csv","1964"
"CLEANING","2025-12-18T00:22:24.700000","CXDU4469002","STEAM","","116.96","USD","CT03-A-01-1","cleaning_log_2024.csv","208"
"CLEANING","2025-12-19T00:31:50.600000","CXDU4469002","WATER","DIRTY FLOOR","High","USD","CT01-A-12-1","cleaning_log_2024.csv","22227"
"CLEANING","2026-01-23T00:11:36.200000","CXDU1082023","WATER","DIRTY FLOOR","82.1","USD","CT02-Yard-B","cleaning_log_2024.csv","8677"
"CLEANING","2026-01-23T00:17:11.400000","CXDU1082023","WATER","","90.71","USD","CT01-B-05-2","cleaning_log_2024.csv","209"
"CLEANING","2026-01-24T00:46:22.200000","CXDU1082023","WATER","DIRTY FLOOR","26.62","USD","CT04-Terminal","cleaning_log_2024.csv","4872"
"CLEANING","2025-12-14T00:31:59.700000","PONU3843050","WATER","OIL STAIN","78.42","USD","CT01-Yard-A","cleaning_log_2024.csv","12765"
"CLEANING","2025-12-15T00:33:16.700000","PONU3843050","STEAM","","55.58","USD","CT04-B-10-3","cleaning_log_2024.csv","210"
"CLEANING","2026-01-22T00:38:09.000000","PONU6852482","CHEMICAL","DIRTY FLOOR","24.67","USD","CT02-Yard-B","cleaning_log_2024.csv","8594"
"CLEANING","2026-01-22T00:24:18.900000","PONU6852482","STEAM","DIRTY FLOOR","66.76","USD","CT02-Yard-B","cleaning_log_2024.csv","943"
"CLEANING","2026-01-22T00:29:32.000000","PONU6852482","SWEEP","OIL STAIN","89.7","USD","CT02-Yard-B","cleaning_log_2024.csv","22895"
"CLEANING","2026-01-22T00:12:11.100000","PONU6852482","STEAM","DIRTY FLOOR","-91.44","USD","CT03-Depot","cleaning_log_2024.csv","211"
"CLEANING","2026-01-16T00:54:39.500000","MSCU8806683","SWEEP","","18.41","USD","CT03-Depot","cleaning_log_2024.csv","8237"
"CLEANING","2026-01-16T00:41:29.200000","MSCU8806683","SWEEP","","63.84","USD","CT04-Terminal","cleaning_log_2024.csv","212"
