"event_type","event_time","container_no_raw","eir","seq","type_raw","opt","move","booking","truck","vessel","voyage","dest","grade","position","location","source_file","source_row"
"GATE_IN","2025-12-13T12:04:00.000000","CXDU2786346","462694","14350","40GP","KMT","HR","BK705806","50H-9193","KOTA GAYA","1802N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","14350"
"GATE_IN","2025-12-13T12:16:00.000000","TCNU3493695","184430","14288","20GP","MSC","HR","BK337282","50H-9193","SUNNY FREESIA","5801N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","14288"
"GATE_IN","2025-12-13T12:21:00.000000","HLCU1405930","468122","8800","20GP","MSC","HR","BK102634","50H-9193","MSC ISABELLA","3005N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","8800"
"GATE_IN","2025-12-13T12:26:00.000000","CXDU6325772","676497","1592","20GP","MSC","HR","BK487376","60C-1389","MAERSK HANOI","9103N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1592"
"GATE_IN","2025-12-13T12:29:00.000000","CXDU8714562","388447","9370","20GP","CMA","HR","BK252467","60C-1389","MAERSK HANOI","7805N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","9370"
"GATE_IN","2025-12-13T13:03:00.000000","CXDU6031779","345089","14474","20GP","MSC","HR","BK533263","51C-2664","MSC ISABELLA","6403N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","14474"
"GATE_IN","2025-12-13T13:09:00.000000","TCNU1579106","971148","7108","20GP","MSC","HR","BK963439","60C-1389","SUNNY FREESIA","8201N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","7108"
"GATE_IN","2025-12-13T13:28:00.000000","PONU5562280","580507","18584","40GP","ONE","HR","BK902919","51C-2664","KOTA GAYA","9503N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","18584"
"GATE_IN","2025-12-13T13:41:00.000000","HLCU9766679","368905","10970","40GP","ONE","HR","BK652027","51C-2664","EVER GIVEN","4004N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","10970"
"GATE_IN","2025-12-13T13:44:00.000000","PONU1440066","950038","10508","20GP","KMT","HR","BK613226","60C-1389","SUNNY FREESIA","2905N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","10508"
"GATE_IN","2025-12-13T13:59:00.000000","PONU7328675","539058","4182","40GP","CMA","HR","BK295071","51C-2664","SUNNY FREESIA","9304N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","4182"
"GATE_IN","2025-12-13T14:05:00.000000","MSCU8371964","483039","4832","20GP","ONE","HR","BK115262","51C-2664","MSC ISABELLA","1804N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","4832"
"GATE_IN","2025-12-13T14:14:00.000000","CXDU5374760","423963","9972","40GP","KMT","HR","BK761937","60C-1389","EVER GIVEN","1802N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","9972"
"GATE_IN","2025-12-13T14:31:00.000000","MSCU5721640","522657","13842","20GP","MSC","HR","BK838500","60C-1389","EVER GIVEN","2305N","VNHPH","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13842"
"GATE_IN","2025-12-13T14:37:00.000000","TCNU9946457","532909","2392","20GP","KMT","HR","BK577163","51C-2664","MAERSK HANOI","2504N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","2392"
"GATE_IN","2025-12-13T14:40:00.000000","TCNU8304937","915686","998","40GP","KMT","HR","BK470132","60C-1389","KOTA GAYA","3105N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","998"
"GATE_IN","2025-12-13T14:42:00.000000","PONU8281328","995316","13076","40GP","MSC","HR","BK438262","51C-2664","SUNNY FREESIA","3203N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","13076"
"GATE_IN","2025-12-13T15:24:00.000000","PONU5827017","665563","1382","40GP","KMT","HR","BK106027","50H-9193","MSC ISABELLA","7702N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","1382"
"GATE_IN","2025-12-13T15:26:00.000000","CXDU9465678","241213","11470","20GP","KMT","HR","BK190677","60C-1389","MAERSK HANOI","5201N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","11470"
"GATE_IN","2025-12-13T15:52:00.000000","MSCU5490987","392659","9146","40GP","KMT","HR","BK884347","51C-2664","EVER GIVEN","8204N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","9146"
"GATE_IN","2025-12-13T15:59:00.000000","HLCU3712433","667640","1908","40HC","CMA","HR","BK484306","51C-2664","EVER GIVEN","7103N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1908"
"GATE_IN","2025-12-13T16:02:00.000000","TCNU8727697","933467","9356","20GP","MSC","HR","BK295929","51C-2664","MAERSK HANOI","8402N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","9356"
"GATE_OUT","2025-12-13T16:04:00.000000","CXDU9741374","498591","4966","40GP","MSC","XR","BK766803","50H-9193","MAERSK HANOI","2805N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","23255"
"GATE_IN","2025-12-13T16:07:00.000000","HLCU2024197","196860","6622","40HC","CMA","HR","BK164312","51C-2664","SUNNY FREESIA","8403N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","6622"
"GATE_IN","2025-12-13T16:40:00.000000","CXDU3590254","106832","19390","20GP","ONE","HR","BK893308","50H-9193","EVER GIVEN","6504N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","19390"
"GATE_IN","2025-12-13T16:54:00.000000","MSCU8587644","198216","13968","40GP","MSC","HR","BK609634","60C-1389","EVER GIVEN","1802N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","13968"
"GATE_IN","2025-12-13T17:04:00.000000","PONU6325648","998642","10806","40HC","KMT","HR","BK173807","50H-9193","MAERSK HANOI","6804N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","10806"
"GATE_IN","2025-12-13T17:11:00.000000","PONU4086266","878404","3864","40HC","KMT","HR","BK614544","50H-9193","KOTA GAYA","5802N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","3864"
"GATE_IN","2025-12-13T17:17:00.000000","HLCU4806463","905770","16946","20GP","ONE","HR","BK836601","50H-9193","KOTA GAYA","6102N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","16946"
"GATE_IN","2025-12-13T18:12:00.000000","MSCU8710348","880557","8294","40GP","KMT","HR","BK816457","51C-2664","MAERSK HANOI","6301N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","8294"
"GATE_IN","2025-12-13T18:39:00.000000","PONU3075873","582139","21686","40HC","ONE","HR","BK386139","51C-2664","SUNNY FREESIA","3503N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","21686"
"GATE_IN","2025-12-13T19:08:00.000000","TCNU5986578","635131","6090","20GP","CMA","HR","BK196666","51C-2664","SUNNY FREESIA","5505N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","6090"
"GATE_IN","2025-12-13T19:25:00.000000","PONU7939937","454366","13450","40HC","CMA","HR","BK760350","51C-2664","SUNNY FREESIA","7604N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","13450"
"GATE_IN","2025-12-13T19:54:00.000000","MSCU4898346","980349","6154","40GP","CMA","HR","BK836316","50H-9193","SUNNY FREESIA","8203N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","6154"
"GATE_IN","2025-12-13T19:54:00.000000","TCNU7811131","626136","788","40HC","MSC","HR","BK908483","60C-1389","MSC ISABELLA","7104N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","788"
"GATE_IN","2025-12-13T20:02:00.000000","PONU2173120","978096","1096","40HC","ONE","HR","BK996283","51C-2664","KOTA GAYA","7902N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","1096"
"GATE_OUT","2025-12-13T20:16:00.000000","CXDU6088265","892495","20042","20GP","MSC","XT","BK168076","50H-9193","MSC ISABELLA","9005N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","23271"
"GATE_IN","2025-12-13T20:20:00.000000","PONU3296866","237188","3198","20GP","ONE","HR","BK112284","50H-9193","EVER GIVEN","1503N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","3198"
"GATE_IN","2025-12-13T20:22:00.000000","TCNU1103974","167945","7536","40GP","KMT","HR","BK364646","51C-2664","EVER GIVEN","5002N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","7536"
"GATE_OUT","2025-12-13T20:47:00.000000","CXDU5920043","832052","19416","40HC","ONE","XT","BK703537","60C-1389","MSC ISABELLA","3905N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","23245"
"GATE_IN","2025-12-13T21:09:00.000000","TCNU9881260","488234","12626","40HC","KMT","HR","BK541216","51C-2664","EVER GIVEN","7402N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","12626"
"GATE_IN","2025-12-13T21:46:00.000000","MSCU3518052","108701","13304","40HC","CMA","HR","BK389239","50H-9193","EVER GIVEN","5005N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","13304"
"GATE_IN","2025-12-13T22:21:00.000000","CXDU3855427","837547","4916","40HC","CMA","HR","BK701467","51C-2664","SUNNY FREESIA","6901N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","4916"
"GATE_IN","2025-12-13T22:31:00.000000","HLCU5543960","779449","15974","40HC","MSC","HR","BK730341","50H-9193","EVER GIVEN","4705N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","15974"
"GATE_IN","2025-12-13T22:59:00.000000","PONU8201521","938943","4862","20GP","KMT","HR","BK190699","51C-2664","MSC ISABELLA","8101N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","4862"
"GATE_OUT","2025-12-13T23:26:00.000000","HLCU9091397","260265","21056","40GP","CMA","XR","BK807962","51C-2664","EVER GIVEN","6705N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","23272"
"GATE_IN","2025-12-14T00:34:00.000000","MSCU2713682","866915","1688","40HC","CMA","HR","BK417196","50H-9193","KOTA GAYA","7102N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","1688"
"GATE_OUT","2025-12-14T01:31:00.000000","CXDU5350021","814825","12528","40HC","CMA","XT","BK607047","50H-9193","KOTA GAYA","5001N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","23276"
"GATE_OUT","2025-12-14T01:42:00.000000","CXDU5846373","407757","17240","40HC","CMA","XR","BK208691","50H-9193","MSC ISABELLA","5002N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","23278"
"GATE_IN","2025-12-14T01:43:00.000000","PONU9161545","534351","2308","40GP","ONE","HR","BK517290","60C-1389","EVER GIVEN","5203N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2308"
"GATE_IN","2025-12-14T01:49:00.000000","HLCU9849643","257003","7276","40GP","ONE","HR","BK194298","51C-2664","EVER GIVEN","5703N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","7276"
"GATE_IN","2025-12-14T03:03:00.000000","MSCU6058018","952783","4094","40HC","ONE","HR","BK601755","60C-1389","MAERSK HANOI","1102N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","4094"
"GATE_OUT","2025-12-14T03:13:00.000000","PONU7328675","174441","4182","40GP","CMA","XR","BK295071","51C-2664","SUNNY FREESIA","9304N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","23298"
"GATE_IN","2025-12-14T03:15:00.000000","MSCU9154383","531030","21342","20GP","ONE","HR","BK905590","50H-9193","SUNNY FREESIA","9105N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","21342"
"GATE_IN","2025-12-14T03:55:00.000000","HLCU1526048","837827","18128","20GP","ONE","HR","BK135044","50H-9193","MSC ISABELLA","5104N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","18128"
"GATE_IN","2025-12-14T04:40:00.000000","MSCU1207181","778156","9960","40HC","ONE","HR","BK779281","60C-1389","MAERSK HANOI","4905N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","9960"
"GATE_IN","2025-12-14T05:04:00.000000","CXDU7523454","384717","1706","40GP","MSC","HR","BK949106","60C-1389","MSC ISABELLA","9104N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","1706"
"GATE_IN","2025-12-14T05:21:00.000000","HLCU7559734","728189","2498","40HC","CMA","HR","BK154877","60C-1389","KOTA GAYA","5004N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","2498"
"GATE_IN","2025-12-14T05:52:00.000000","CXDU9374189","982263","9108","20GP","MSC","HR","BK817312","50H-9193","KOTA GAYA","8304N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","9108"
"GATE_IN","2025-12-14T06:07:00.000000","MSCU5957148","879130","566","20GP","CMA","HR","BK435237","60C-1389","MSC ISABELLA","8104N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","566"
"GATE_IN","2025-12-14T06:13:00.000000","TCNU6766914","404888","1086","40HC","ONE","HR","BK552929","50H-9193","EVER GIVEN","6805N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1086"
"GATE_IN","2025-12-14T06:44:00.000000","HLCU5424324","971542","3592","40GP","CMA","HR","BK865538","50H-9193","EVER GIVEN","1105N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","3592"
"GATE_IN","2025-12-14T06:57:00.000000","PONU9529534","588540","7832","20GP","CMA","HR","BK822665","51C-2664","SUNNY FREESIA","9604N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","7832"
"GATE_IN","2025-12-14T07:03:00.000000","HLCU7873058","371049","9778","40GP","CMA","HR","BK762604","51C-2664","MSC ISABELLA","7601N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","9778"
"GATE_IN","2025-12-14T07:14:00.000000","HLCU9288337","138841","21422","20GP","KMT","HR","BK269607","60C-1389","MSC ISABELLA","5001N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","21422"
"GATE_OUT","2025-12-14T07:20:00.000000","CXDU5374760","446479","9972","40GP","KMT","XR","BK761937","60C-1389","EVER GIVEN","1802N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","23300"
"GATE_IN","2025-12-14T07:35:00.000000","PONU6415492","939975","19812","40HC","KMT","HR","BK336935","60C-1389","EVER GIVEN","9504N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","19812"
"GATE_IN","2025-12-14T07:37:00.000000","CXDU9842531","414042","20226","20GP","CMA","HR","BK267423","50H-9193","MSC ISABELLA","1401N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","20226"
"GATE_IN","2025-12-14T07:45:00.000000","HLCU9859539","742194","1614","40GP","CMA","HR","BK660046","50H-9193","EVER GIVEN","6902N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","1614"
"GATE_IN","2025-12-14T07:49:00.000000","PONU3843050","919830","9442","20GP","MSC","HR","BK690091","51C-2664","MSC ISABELLA","8802N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","9442"
"GATE_IN","2025-12-14T07:49:00.000000","TCNU7017719","833288","1898","20GP","ONE","HR","BK354568","50H-9193","EVER GIVEN","6703N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","1898"
"GATE_IN","2025-12-14T07:51:00.000000","MSCU5483499","191458","21918","40GP","ONE","HR","BK813609","50H-9193","MAERSK HANOI","9102N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","21918"
"GATE_IN","2025-12-14T08:10:00.000000","CXDU4115547","251379","21810","40GP","KMT","HR","BK339177","50H-9193","MAERSK HANOI","4602N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","21810"
"GATE_IN","2025-12-14T08:17:00.000000","HLCU9596681","859496","15088","40GP","KMT","HR","BK379303","51C-2664","MSC ISABELLA","2304N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","15088"
"GATE_IN","2025-12-14T08:37:00.000000","MSCU9564691","455646","9796","20GP","KMT","HR","BK784944","50H-9193","MAERSK HANOI","8402N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","9796"
"GATE_IN","2025-12-14T08:54:00.000000","TCNU1940923","923192","18142","40GP","MSC","HR","BK365550","60C-1389","EVER GIVEN","4402N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","18142"
"GATE_IN","2025-12-14T08:56:00.000000","MSCU8225614","388578","2300","20GP","CMA","HR","BK487389","50H-9193","MSC ISABELLA","4405N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2300"
"GATE_IN","2025-12-14T09:21:00.000000","TCNU2185860","826998","14736","40GP","ONE","HR","BK194382","60C-1389","MSC ISABELLA","3604N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","14736"
"GATE_IN","2025-12-14T09:27:00.000000","MSCU3271467","374363","16754","40HC","MSC","HR","BK348011","60C-1389","MSC ISABELLA","9505N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","16754"
"GATE_IN","2025-12-14T09:36:00.000000","TCNU2132605","725567","16800","40GP","MSC","HR","BK645151","51C-2664","MSC ISABELLA","9502N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","16800"
"GATE_OUT","2025-12-14T09:42:00.000000","PONU1157402","802729","1996","20GP","MSC","XR","BK740184","51C-2664","EVER GIVEN","6804N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","23257"
"GATE_IN","2025-12-14T10:46:00.000000","MSCU8294676","883193","7710","20GP","ONE","HR","BK451956","50H-9193","MSC ISABELLA","5504N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","7710"
"GATE_OUT","2025-12-14T10:46:00.000000","PONU2775228","897549","21434","40GP","ONE","XT","BK578402","60C-1389","EVER GIVEN","5301N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","23289"
"GATE_IN","2025-12-14T10:49:00.000000","HLCU7683265","797759","23140","40HC","MSC","HR","BK442229","60C-1389","MAERSK HANOI","3005N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","23140"
"GATE_OUT","2025-12-14T10:52:00.000000","HLCU5543960","509386","15974","40HC","MSC","XT","BK730341","50H-9193","EVER GIVEN","4705N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","23318"
"GATE_IN","2025-12-14T11:00:00.000000","TCNU1094920","301057","6366","20GP","MSC","HR","BK522659","51C-2664","MSC ISABELLA","9101N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","6366"
"GATE_IN","2025-12-14T11:22:00.000000","MSCU4699086","368088","20714","20GP","ONE","HR","BK642541","51C-2664","SUNNY FREESIA","7905N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","20714"
"GATE_IN","2025-12-14T11:37:00.000000","HLCU8159959","521494","14126","20GP","KMT","HR","BK208865","50H-9193","KOTA GAYA","7805N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","14126"
"GATE_IN","2025-12-14T11:38:00.000000","PONU4045180","363641","8056","40HC","MSC","HR","BK123159","50H-9193","EVER GIVEN","7003N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","8056"
"GATE_OUT","2025-12-14T11:39:00.000000","MSCU6897776","694731","7172","40HC","CMA","XT","BK780511","50H-9193","KOTA GAYA","5304N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","23264"
"GATE_OUT","2025-12-14T11:44:00.000000","HLCU8296289","189814","10786","20GP","ONE","XT","BK685220","60C-1389","SUNNY FREESIA","5404N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","23288"
"GATE_IN","2025-12-14T11:50:00.000000","TCNU1304319","757624","1010","20GP","KMT","HR","BK635643","51C-2664","KOTA GAYA","1201N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","1010"
"GATE_IN","2025-12-14T12:14:00.000000","HLCU9459217","430257","16660","40HC","CMA","HR","BK399135","60C-1389","EVER GIVEN","6601N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","16660"
"GATE_OUT","2025-12-14T12:15:00.000000","TCNU1579106","454508","7108","20GP","MSC","XT","BK963439","60C-1389","SUNNY FREESIA","8201N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","23296"
"GATE_IN","2025-12-14T12:15:00.000000","CXDU3963263","126769","292","20GP","ONE","HR","BK426495","60C-1389","SUNNY FREESIA","8703N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","292"
"GATE_OUT","2025-12-14T12:22:00.000000","MSCU8371964","340062","4832","20GP","ONE","XR","BK115262","51C-2664","MSC ISABELLA","1804N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","23299"
"GATE_IN","2025-12-14T12:35:00.000000","PONU7717382","131506","4894","40GP","KMT","HR","BK418132","60C-1389","MSC ISABELLA","3805N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","4894"
"GATE_IN","2025-12-14T12:47:00.000000","HLCU3220609","242917","10554","40HC","ONE","HR","BK789924","50H-9193","MSC ISABELLA","8702N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","10554"
"GATE_IN","2025-12-14T12:53:00.000000","TCNU6065318","628637","3172","40GP","CMA","HR","BK287141","50H-9193","EVER GIVEN","7001N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","3172"
"GATE_IN","2025-12-14T13:00:00.000000","HLCU1815749","487875","8876","40GP","ONE","HR","BK990804","50H-9193","MAERSK HANOI","9603N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","8876"
"GATE_IN","2025-12-14T13:20:00.000000","HLCU3683768","877332","14754","40GP","KMT","HR","BK210291","50H-9193","MSC ISABELLA","7403N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","14754"
"GATE_IN","2025-12-14T13:32:00.000000","TCNU2152747","746307","11352","20GP","MSC","HR","BK887097","50H-9193","SUNNY FREESIA","6202N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","11352"
"GATE_IN","2025-12-14T13:52:00.000000","HLCU9734757","163217","12604","40GP","KMT","HR","BK292196","60C-1389","SUNNY FREESIA","4005N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","12604"
"GATE_IN","2025-12-14T14:03:00.000000","TCNU9626664","447947","21728","40HC","ONE","HR","BK338488","50H-9193","EVER GIVEN","9005N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","21728"
"GATE_IN","2025-12-14T14:10:00.000000","MSCU9336300","895677","13742","40HC","KMT","HR","BK265324","50H-9193","EVER GIVEN","2802N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","13742"
