"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK295006","PONU5605922","COSCO","EVER GIVEN","2605N","VNSGN","USLAX","2026-01-21 09:02:05","2026-02-08 09:02:05","SE3","CANCELLED","1","2025-12-24 09:02:05",""
"BK771933","HLCU5168298","ONE","EVER GIVEN","5602N","VNSGN","CNSHA","2026-01-14 13:29:11","2026-01-19 13:29:11","FE2","CANCELLED","2","2025-12-30 13:29:11",""
"BK264564","CXDU8583391","CMA CGM","SUNNY FREESIA","8105N","VNSGN","CNSHA","2026-01-14 09:09:42","2026-01-26 09:09:42","FE2","CANCELLED","3","2026-01-03 09:09:42",""
"BK273641","TCNU2891661","COSCO","EVER GIVEN","2505N","VNSGN","VNHPH","2026-01-16 13:35:54","2026-01-31 13:35:54","FE2","BOOKED","5","2025-12-30 13:35:54",""
"BK742762","TCNU2161468","CMA CGM","EVER GIVEN","2902N","VNSGN","VNHPH","2026-01-20 21:19:13","2026-02-15 21:19:13","SE3","LOADED","2","2026-01-06 21:19:13",""
"BK984422","CXDU6358249","COSCO","MSC ISABELLA","1204N","VNSGN","CNSHA","2026-01-12 10:20:25","2026-01-31 10:20:25","SE3","BOOKED","2","2026-01-03 10:20:25",""
"BK408745","MSCU5681442","ONE","EVER GIVEN","9701N","VNSGN","SGSIN","2026-01-20 12:18:06","2026-01-29 12:18:06","SE3","LOADED","1","2026-01-12 12:18:06",""
"BK782259","TCNU1304319","ONE","MSC ISABELLA","2502N","VNSGN","CNSHA","2026-01-25 07:40:08","2026-02-02 07:40:08","FE2","CANCELLED","2","2026-01-02 07:40:08",""
"BK551637","MSCU7730359","MAERSK","KOTA GAYA","1401N","VNSGN","VNHPH","2026-01-23 01:59:16","2026-02-13 01:59:16","FE2","BOOKED","3","2026-01-06 01:59:16",""
"BK286453","HLCU1883585","MSC","MAERSK HANOI","2403N","VNSGN","SGSIN","2025-12-22 01:49:05","2026-01-19 01:49:05","TP1","CANCELLED","5","2025-12-14 01:49:05",""
"BK507292","HLCU2199010","MSC","MSC ISABELLA","2601N","VNSGN","SGSIN","2025-12-15 09:48:03","2026-01-06 09:48:03","FE2","CANCELLED","2","2025-11-26 09:48:03",""
"BK843562","CXDU2710954","CMA CGM","EVER GIVEN","2502N","VNSGN","VNHPH","2026-01-24 09:59:53","2026-02-23 09:59:53","TP1","CANCELLED","3","2026-01-17 09:59:53",""
"BK969756","CXDU3688812","COSCO","MSC ISABELLA","3404N","VNSGN","SGSIN","2026-01-16 08:01:50","2026-02-09 08:01:50","SE3","LOADED","3","2025-12-30 08:01:50",""
"BK977722","CXDU1365223","MSC","EVER GIVEN","4001N","VNSGN","VNHPH","2026-01-25 07:36:02","2026-02-15 07:36:02","FE2","LOADED","4","2026-01-15 07:36:02",""
"BK770119","PONU7307417","COSCO","MSC ISABELLA","3101N","VNSGN","USLAX","2026-01-20 08:05:55","2026-02-03 08:05:55","SE3","LOADED","4","2025-12-30 08:05:55",""
"BK259907","MSCU5040861","CMA CGM","KOTA GAYA","5801N","VNSGN","SGSIN","2026-01-18 02:08:43","2026-01-25 02:08:43","SE3","BOOKED","2","2025-12-25 02:08:43",""
"BK997432","TCNU8934829","ONE","KOTA GAYA","1405N","VNSGN","VNHPH","2026-01-19 16:44:51","2026-02-16 16:44:51","FE2","CANCELLED","4","2025-12-22 16:44:51",""
"BK752118","MSCU5844059","MAERSK","KOTA GAYA","9805N","VNSGN","USLAX","2026-01-21 05:54:43","2026-01-28 05:54:43","SE3","LOADED","3","2026-01-06 05:54:43",""
"BK793192","PONU9711542","MSC","MSC ISABELLA","7402N","VNSGN","USLAX","2026-01-17 12:07:31","2026-01-31 12:07:31","FE2","BOOKED","4","2025-12-24 12:07:31",""
"BK250312","HLCU2013474","COSCO","SUNNY FREESIA","2302N","VNSGN","CNSHA","2026-01-14 15:07:37","2026-02-06 15:07:37","TP1","CANCELLED","4","2025-12-22 15:07:37",""
"BK678857","CXDU8090964","COSCO","MSC ISABELLA","5302N","VNSGN","SGSIN","2026-01-14 17:11:24","2026-01-25 17:11:24","TP1","LOADED","3","2025-12-30 17:11:24",""
"BK176880","MSCU2040769","CMA CGM","KOTA GAYA","5205N","VNSGN","CNSHA","2026-01-14 09:47:47","2026-02-05 09:47:47","TP1","LOADED","2","2025-12-31 09:47:47",""
"BK892857","TCNU3407553","CMA CGM","MAERSK HANOI","5103N","VNSGN","USLAX","2026-01-15 22:34:21","2026-02-09 22:34:21","TP1","BOOKED","5","2026-01-05 22:34:21",""
"BK792708","TCNU9985597","ONE","EVER GIVEN","9201N","VNSGN","CNSHA","2026-01-21 12:53:53","2026-02-18 12:53:53","SE3","BOOKED","3","2026-01-12 12:53:53",""
"BK452755","MSCU8112669","MSC","MAERSK HANOI","9402N","VNSGN","USLAX","2026-01-16 16:00:04","2026-02-02 16:00:04","FE2","LOADED","1","2025-12-26 16:00:04",""
"BK770027","MSCU2335963","ONE","KOTA GAYA","8803N","VNSGN","VNHPH","2026-01-20 13:13:06","2026-02-05 13:13:06","TP1","LOADED","3","2025-12-27 13:13:06",""
"BK962728","PONU3493346","ONE","KOTA GAYA","7003N","VNSGN","CNSHA","2026-01-20 12:30:53","2026-02-19 12:30:53","SE3","LOADED","1","2026-01-08 12:30:53",""
"BK226296","CXDU5140513","MAERSK","MAERSK HANOI","1304N","VNSGN","USLAX","2025-12-02 09:37:05","2025-12-22 09:37:05","TP1","LOADED","1","2025-11-13 09:37:05",""
"BK482745","CXDU8071973","MAERSK","SUNNY FREESIA","2903N","VNSGN","VNHPH","2026-01-25 13:41:47","2026-02-15 13:41:47","FE2","LOADED","4","2026-01-14 13:41:47",""
"BK169511","HLCU9351805","MAERSK","SUNNY FREESIA","1701N","VNSGN","USLAX","2026-01-16 17:34:57","2026-02-09 17:34:57","FE2","LOADED","5","2025-12-31 17:34:57",""
"BK905455","TCNU9587722","CMA CGM","EVER GIVEN","2205N","VNSGN","USLAX","2026-01-14 08:59:12","2026-01-24 08:59:12","SE3","LOADED","5","2026-01-03 08:59:12",""
"BK679020","TCNU9572523","MSC","MAERSK HANOI","2201N","VNSGN","VNHPH","2026-01-24 08:45:20","2026-02-18 08:45:20","FE2","BOOKED","2","2026-01-09 08:45:20",""
"BK997606","PONU6298820","COSCO","MAERSK HANOI","5204N","VNSGN","CNSHA","2026-01-22 16:08:15","2026-02-10 16:08:15","TP1","BOOKED","1","2026-01-12 16:08:15",""
"BK383418","MSCU5977120","ONE","EVER GIVEN","4905N","VNSGN","SGSIN","2026-01-12 20:52:04","2026-01-25 20:52:04","TP1","BOOKED","4","2026-01-03 20:52:04",""
"BK911048","HLCU1335684","CMA CGM","MSC ISABELLA","9902N","VNSGN","SGSIN","2026-01-15 17:15:18","2026-02-12 17:15:18","TP1","LOADED","4","2026-01-08 17:15:18",""
"BK747519","HLCU5625761","ONE","EVER GIVEN","8402N","VNSGN","VNHPH","2026-01-20 16:05:39","2026-02-12 16:05:39","SE3","LOADED","1","2025-12-27 16:05:39",""
"BK701710","MSCU4885435","ONE","MSC ISABELLA","1202N","VNSGN","SGSIN","2026-01-14 16:26:17","2026-01-20 16:26:17","TP1","CANCELLED","1","2025-12-27 16:26:17",""
"BK405418","HLCU9553028","MAERSK","EVER GIVEN","1605N","VNSGN","CNSHA","2026-01-15 11:58:26","2026-01-27 11:58:26","TP1","LOADED","5","2025-12-17 11:58:26",""
"BK398629","HLCU8310845","COSCO","MSC ISABELLA","4305N","VNSGN","VNHPH","2026-01-24 11:46:38","2026-01-31 11:46:38","TP1","CANCELLED","5","2026-01-08 11:46:38",""
"BK912080","MSCU2959751","CMA CGM","EVER GIVEN","3804N","VNSGN","SGSIN","2026-01-15 08:49:12","2026-01-21 08:49:12","TP1","BOOKED","4","2026-01-06 08:49:12",""
"BK657222","PONU5246069","MAERSK","MAERSK HANOI","3404N","VNSGN","CNSHA","2026-01-08 10:32:35","2026-01-23 10:32:35","SE3","BOOKED","1","2025-12-18 10:32:35",""
"BK963362","HLCU3818370","COSCO","EVER GIVEN","7601N","VNSGN","VNHPH","2026-01-24 07:24:56","2026-02-19 07:24:56","FE2","BOOKED","4","2025-12-26 07:24:56",""
"BK747967","CXDU8804039","MSC","EVER GIVEN","5104N","VNSGN","SGSIN","2025-12-30 10:42:58","2026-01-07 10:42:58","FE2","LOADED","1","2025-12-20 10:42:58",""
"BK311650","HLCU8019665","COSCO","KOTA GAYA","4304N","VNSGN","SGSIN","2025-12-22 12:20:41","2026-01-09 12:20:41","SE3","CANCELLED","3","2025-11-25 12:20:41",""
"BK591341","CXDU2893008","MAERSK","MAERSK HANOI","3101N","VNSGN","USLAX","2026-01-23 11:28:49","2026-02-02 11:28:49","TP1","BOOKED","2","2025-12-27 11:28:49",""
"BK832720","MSCU2685643","ONE","MAERSK HANOI","5703N","VNSGN","SGSIN","2026-01-22 12:20:08","2026-02-11 12:20:08","TP1","LOADED","1","2025-12-27 12:20:08",""
"BK758635","CXDU8137183","COSCO","MSC ISABELLA","3102N","VNSGN","CNSHA","2025-12-24 12:45:24","2026-01-07 12:45:24","TP1","BOOKED","3","2025-12-08 12:45:24",""
"BK392084","PONU4270874","CMA CGM","KOTA GAYA","5202N","VNSGN","VNHPH","2026-01-19 16:13:17","2026-02-08 16:13:17","SE3","LOADED","3","2025-12-30 16:13:17",""
"BK253856","TCNU2895022","MSC","SUNNY FREESIA","8504N","VNSGN","CNSHA","2026-01-07 20:36:39","2026-02-04 20:36:39","TP1","LOADED","1","2025-12-22 20:36:39",""
"BK373286","TCNU6048553","MAERSK","MAERSK HANOI","6803N","VNSGN","VNHPH","2026-01-23 23:11:26","2026-02-05 23:11:26","TP1","CANCELLED","1","2025-12-29 23:11:26",""
"BK930475","MSCU7448621","COSCO","EVER GIVEN","9002N","VNSGN","SGSIN","2026-01-20 14:10:18","2026-02-19 14:10:18","FE2","BOOKED","1","2026-01-10 14:10:18",""
"BK907896","CXDU8151137","MSC","KOTA GAYA","7001N","VNSGN","CNSHA","2026-01-20 15:42:45","2026-01-27 15:42:45","SE3","CANCELLED","5","2026-01-01 15:42:45",""
"BK309385","HLCU8262397","MSC","MAERSK HANOI","7104N","VNSGN","VNHPH","2026-01-18 16:56:29","2026-01-26 16:56:29","FE2","BOOKED","4","2026-01-02 16:56:29",""
"BK271073","CXDU1102746","ONE","KOTA GAYA","1704N","VNSGN","CNSHA","2026-01-24 11:23:41","2026-02-09 11:23:41","TP1","BOOKED","5","2026-01-17 11:23:41",""
"BK212903","TCNU7544663","MSC","MSC ISABELLA","1505N","VNSGN","USLAX","2025-12-01 19:40:41","2025-12-28 19:40:41","TP1","LOADED","3","2025-11-07 19:40:41",""
"BK725472","MSCU1547720","ONE","MAERSK HANOI","5704N","VNSGN","VNHPH","2026-01-13 12:50:13","2026-02-07 12:50:13","FE2","CANCELLED","3","2025-12-19 12:50:13",""
"BK539027","HLCU7969254","CMA CGM","SUNNY FREESIA","8505N","VNSGN","VNHPH","2026-01-24 12:53:52","2026-02-17 12:53:52","FE2","CANCELLED","2","2025-12-27 12:53:52",""
"BK509746","HLCU1862319","MAERSK","EVER GIVEN","8301N","VNSGN","SGSIN","2026-01-21 15:37:55","2026-02-12 15:37:55","SE3","LOADED","3","2025-12-27 15:37:55",""
"BK644130","CXDU4629732","MAERSK","SUNNY FREESIA","2702N","VNSGN","VNHPH","2026-01-25 12:44:13","2026-01-30 12:44:13","TP1","BOOKED","2","2025-12-28 12:44:13",""
"BK863327","HLCU4747556","MSC","EVER GIVEN","1903N","VNSGN","VNHPH","2025-12-10 14:33:11","2025-12-17 14:33:11","TP1","LOADED","1","2025-11-14 14:33:11",""
"BK751734","MSCU2630100","CMA CGM","MSC ISABELLA","8803N","VNSGN","USLAX","2026-01-15 11:52:51","2026-01-21 11:52:51","SE3","CANCELLED","2","2026-01-02 11:52:51",""
"BK731868","MSCU2621313","MAERSK","MSC ISABELLA","6505N","VNSGN","SGSIN","2025-12-02 12:42:54","2025-12-10 12:42:54","TP1","BOOKED","2","2025-11-22 12:42:54",""
"BK956893","PONU2855398","ONE","EVER GIVEN","4805N","VNSGN","USLAX","2026-01-18 11:02:36","2026-02-08 11:02:36","FE2","LOADED","2","2025-12-25 11:02:36",""
"BK318350","MSCU9082123","COSCO","MAERSK HANOI","7901N","VNSGN","CNSHA","2026-01-11 16:10:25","2026-01-22 16:10:25","FE2","LOADED","2","2025-12-25 16:10:25",""
"BK935613","HLCU4740433","MSC","MSC ISABELLA","3602N","VNSGN","SGSIN","2026-01-25 16:55:27","2026-01-31 16:55:27","TP1","LOADED","3","2026-01-02 16:55:27",""
"BK793904","TCNU1963168","MAERSK","MSC ISABELLA","3603N","VNSGN","SGSIN","2026-01-05 04:48:29","2026-02-04 04:48:29","SE3","CANCELLED","1","2025-12-29 04:48:29",""
"BK515795","CXDU2899651","CMA CGM","MAERSK HANOI","1803N","VNSGN","USLAX","2026-01-04 14:24:19","2026-01-20 14:24:19","SE3","LOADED","3","2025-12-16 14:24:19",""
"BK226682","PONU9595977","MSC","SUNNY FREESIA","2701N","VNSGN","VNHPH","2026-01-16 12:24:32","2026-02-11 12:24:32","TP1","BOOKED","5","2025-12-17 12:24:32",""
"BK650094","TCNU5029715","CMA CGM","MAERSK HANOI","3604N","VNSGN","USLAX","2026-01-15 14:29:08","2026-02-09 14:29:08","SE3","BOOKED","1","2025-12-23 14:29:08",""
"BK834651","CXDU2196988","MAERSK","MSC ISABELLA","8202N","VNSGN","SGSIN","2026-01-07 09:54:50","2026-01-28 09:54:50","TP1","BOOKED","4","2025-12-23 09:54:50",""
"BK633940","CXDU9489647","MSC","KOTA GAYA","4001N","VNSGN","CNSHA","2025-12-14 09:34:09","2026-01-05 09:34:09","FE2","BOOKED","2","2025-11-15 09:34:09",""
"BK230109","TCNU6523699","COSCO","MSC ISABELLA","2105N","VNSGN","SGSIN","2026-01-15 16:16:28","2026-01-22 16:16:28","TP1","LOADED","2","2025-12-21 16:16:28",""
"BK116623","PONU2726553","MAERSK","KOTA GAYA","4301N","VNSGN","VNHPH","2026-01-23 09:19:17","2026-02-15 09:19:17","FE2","LOADED","5","2025-12-24 09:19:17",""
"BK314399","CXDU7687871","MAERSK","MSC ISABELLA","8205N","VNSGN","CNSHA","2025-12-09 09:07:43","2025-12-24 09:07:43","TP1","LOADED","3","2025-11-28 09:07:43",""
"BK240590","MSCU2594265","COSCO","EVER GIVEN","7001N","VNSGN","SGSIN","2026-01-16 01:44:11","2026-01-26 01:44:11","SE3","BOOKED","3","2026-01-09 01:44:11",""
"BK564571","PONU1340536","COSCO","MAERSK HANOI","8105N","VNSGN","SGSIN","2026-01-18 17:42:04","2026-01-26 17:42:04","SE3","LOADED","3","2026-01-02 17:42:04",""
"BK811034","MSCU5029523","MAERSK","MSC ISABELLA","3805N","VNSGN","SGSIN","2026-01-25 06:30:24","2026-02-08 06:30:24","TP1","LOADED","3","2026-01-04 06:30:24",""
"BK720890","PONU3179752","COSCO","MSC ISABELLA","3904N","VNSGN","SGSIN","2026-01-17 14:29:16","2026-02-07 14:29:16","FE2","CANCELLED","2","2025-12-23 14:29:16",""
"BK141945","MSCU8261802","MSC","KOTA GAYA","9201N","VNSGN","CNSHA","2026-01-24 12:38:18","2026-01-31 12:38:18","TP1","BOOKED","3","2025-12-27 12:38:18",""
"BK151299","TCNU9698995","COSCO","MSC ISABELLA","4101N","VNSGN","USLAX","2026-01-17 12:20:03","2026-02-07 12:20:03","TP1","LOADED","4","2025-12-25 12:20:03",""
"BK783856","MSCU5789798","CMA CGM","MAERSK HANOI","6104N","VNSGN","VNHPH","2026-01-17 18:10:47","2026-01-29 18:10:47","TP1","CANCELLED","3","2025-12-27 18:10:47",""
"BK150848","PONU6140489","ONE","KOTA GAYA","9904N","VNSGN","SGSIN","2025-11-30 13:51:32","2025-12-23 13:51:32","SE3","LOADED","5","2025-11-18 13:51:32",""
"BK580931","PONU9403996","CMA CGM","KOTA GAYA","6701N","VNSGN","USLAX","2025-12-09 21:48:31","2026-01-03 21:48:31","FE2","CANCELLED","3","2025-11-19 21:48:31",""
"BK622762","MSCU3358916","ONE","EVER GIVEN","3802N","VNSGN","CNSHA","2026-01-23 00:45:47","2026-02-09 00:45:47","SE3","CANCELLED","3","2026-01-10 00:45:47",""
"BK537776","MSCU8419822","COSCO","MSC ISABELLA","5805N","VNSGN","USLAX","2026-01-20 13:01:20","2026-02-13 13:01:20","FE2","LOADED","5","2025-12-31 13:01:20",""
"BK603411","HLCU4164114","MSC","EVER GIVEN","4001N","VNSGN","CNSHA","2026-01-22 08:32:08","2026-02-11 08:32:08","TP1","LOADED","2","2025-12-24 08:32:08",""
"BK171792","PONU9331972","MSC","MSC ISABELLA","4103N","VNSGN","CNSHA","2025-12-04 11:19:59","2025-12-13 11:19:59","FE2","LOADED","4","2025-11-06 11:19:59",""
"BK795868","TCNU1183950","MAERSK","MAERSK HANOI","1001N","VNSGN","USLAX","2026-01-22 02:44:37","2026-02-21 02:44:37","SE3","LOADED","4","2025-12-27 02:44:37",""
"BK979853","TCNU6989709","MAERSK","MAERSK HANOI","8703N","VNSGN","VNHPH","2026-01-18 08:32:08","2026-01-31 08:32:08","FE2","BOOKED","2","2025-12-22 08:32:08",""
"BK877501","PONU4814019","MAERSK","MAERSK HANOI","3503N","VNSGN","CNSHA","2026-01-25 14:48:31","2026-01-31 14:48:31","TP1","CANCELLED","3","2026-01-15 14:48:31",""
"BK538564","MSCU6599713","MSC","MSC ISABELLA","9201N","VNSGN","CNSHA","2026-01-21 08:42:21","2026-02-15 08:42:21","FE2","BOOKED","2","2026-01-04 08:42:21",""
"BK788553","TCNU1387861","MAERSK","MAERSK HANOI","9402N","VNSGN","VNHPH","2026-01-24 10:42:58","2026-02-15 10:42:58","SE3","LOADED","1","2026-01-06 10:42:58",""
"BK478405","CXDU8452115","MSC","MAERSK HANOI","8101N","VNSGN","USLAX","2025-12-30 09:08:21","2026-01-26 09:08:21","SE3","BOOKED","1","2025-12-06 09:08:21",""
"BK100548","TCNU8185156","COSCO","MSC ISABELLA","1304N","VNSGN","VNHPH","2026-01-15 18:48:17","2026-01-22 18:48:17","SE3","LOADED","4","2026-01-02 18:48:17",""
"BK355129","HLCU3362241","MAERSK","MAERSK HANOI","4602N","VNSGN","USLAX","2026-01-22 08:27:30","2026-02-12 08:27:30","FE2","BOOKED","1","2025-12-23 08:27:30",""
"BK408927","TCNU5745070","COSCO","MAERSK HANOI","5601N","VNSGN","VNHPH","2026-01-15 10:48:52","2026-02-07 10:48:52","SE3","LOADED","3","2026-01-08 10:48:52",""
"BK167160","PONU2170850","MAERSK","KOTA GAYA","6701N","VNSGN","CNSHA","2026-01-06 04:49:07","2026-01-11 04:49:07","SE3","CANCELLED","5","2025-12-22 04:49:07",""
"BK855601","PONU2531045","ONE","MAERSK HANOI","4602N","VNSGN","CNSHA","2026-01-14 15:49:57","2026-02-11 15:49:57","FE2","BOOKED","5","2025-12-21 15:49:57",""
"BK132292","MSCU7864165","MAERSK","SUNNY FREESIA","8905N","VNSGN","VNHPH","2026-01-22 05:21:10","2026-02-12 05:21:10","TP1","BOOKED","1","2026-01-06 05:21:10",""
"BK926584","PONU6768999","ONE","MSC ISABELLA","8001N","VNSGN","USLAX","2026-01-14 11:44:59","2026-01-22 11:44:59","SE3","CANCELLED","2","2026-01-04 11:44:59",""
"BK941806","PONU2763227","ONE","MAERSK HANOI","1605N","VNSGN","CNSHA","2026-01-20 10:39:51","2026-01-27 10:39:51","FE2","BOOKED","4","2025-12-27 10:39:51",""
"BK179349","CXDU2167811","COSCO","KOTA GAYA","5302N","VNSGN","VNHPH","2026-01-21 16:05:22","2026-02-04 16:05:22","FE2","LOADED","4","2026-01-04 16:05:22",""
"BK146926","MSCU4352446","MSC","MAERSK HANOI","6703N","VNSGN","VNHPH","2026-01-16 08:09:40","2026-01-24 08:09:40","TP1","LOADED","5","2026-01-03 08:09:40",""
"BK646571","HLCU8815519","MSC","MSC ISABELLA","5003N","VNSGN","SGSIN","2026-01-23 16:40:30","2026-02-19 16:40:30","FE2","CANCELLED","2","2025-12-26 16:40:30",""
"BK927271","CXDU6605613","ONE","EVER GIVEN","3101N","VNSGN","VNHPH","2026-01-23 08:14:55","2026-02-06 08:14:55","FE2","LOADED","1","2026-01-10 08:14:55",""
"BK797190","TCNU5317881","MSC","KOTA GAYA","6201N","VNSGN","CNSHA","2026-01-10 15:10:36","2026-02-05 15:10:36","TP1","LOADED","2","2025-12-30 15:10:36",""
"BK709180","MSCU1079382","MAERSK","MAERSK HANOI","2103N","VNSGN","VNHPH","2026-01-17 12:50:10","2026-01-31 12:50:10","FE2","CANCELLED","4","2025-12-22 12:50:10",""
"BK319658","TCNU2626399","MSC","MAERSK HANOI","1603N","VNSGN","USLAX","2026-01-17 09:33:43","2026-02-07 09:33:43","TP1","CANCELLED","3","2025-12-18 09:33:43",""
"BK267881","CXDU3868670","MSC","MSC ISABELLA","7403N","VNSGN","CNSHA","2026-01-17 20:50:28","2026-01-26 20:50:28","SE3","CANCELLED","2","2025-12-18 20:50:28",""
"BK111795","PONU8207886","MSC","MSC ISABELLA","5302N","VNSGN","USLAX","2026-01-16 20:08:59","2026-02-09 20:08:59","FE2","CANCELLED","3","2026-01-04 20:08:59",""
"BK134649","MSCU5599721","CMA CGM","SUNNY FREESIA","1203N","VNSGN","CNSHA","2026-01-21 08:41:32","2026-02-19 08:41:32","TP1","CANCELLED","5","2026-01-12 08:41:32",""
"BK242873","TCNU8557827","CMA CGM","SUNNY FREESIA","7504N","VNSGN","USLAX","2026-01-23 10:32:33","2026-01-30 10:32:33","SE3","CANCELLED","1","2026-01-05 10:32:33",""
"BK234097","HLCU2281213","MAERSK","KOTA GAYA","2203N","VNSGN","CNSHA","2025-11-27 18:45:55","2025-12-17 18:45:55","SE3","BOOKED","3","2025-11-13 18:45:55",""
"BK709392","MSCU1845198","CMA CGM","SUNNY FREESIA","8302N","VNSGN","USLAX","2025-12-05 16:37:30","2026-01-03 16:37:30","FE2","BOOKED","3","2025-11-19 16:37:30",""
"BK907896","TCNU5584965","ONE","MSC ISABELLA","2801N","VNSGN","CNSHA","2026-01-16 02:18:04","2026-02-13 02:18:04","TP1","LOADED","2","2026-01-06 02:18:04",""
"BK253446","TCNU8152030","MAERSK","SUNNY FREESIA","4705N","VNSGN","VNHPH","2026-01-24 17:13:45","2026-02-23 17:13:45","SE3","BOOKED","1","2026-01-13 17:13:45",""
"BK999600","MSCU9916589","COSCO","SUNNY FREESIA","1601N","VNSGN","USLAX","2026-01-24 02:48:14","2026-02-13 02:48:14","SE3","LOADED","1","2025-12-26 02:48:14",""
"BK151244","MSCU1159564","MSC","MSC ISABELLA","6504N","VNSGN","SGSIN","2026-01-16 13:19:36","2026-02-08 13:19:36","TP1","CANCELLED","3","2026-01-05 13:19:36",""
"BK695245","PONU1945101","MAERSK","KOTA GAYA","8901N","VNSGN","CNSHA","2026-01-14 12:27:04","2026-01-25 12:27:04","TP1","BOOKED","4","2025-12-20 12:27:04",""
"BK162907","CXDU6633715","MAERSK","EVER GIVEN","5603N","VNSGN","CNSHA","2025-12-03 10:58:45","2025-12-19 10:58:45","TP1","CANCELLED","1","2025-11-16 10:58:45",""
"BK108653","MSCU2160885","COSCO","EVER GIVEN","7303N","VNSGN","CNSHA","2026-01-25 12:47:21","2026-02-16 12:47:21","TP1","LOADED","5","2026-01-07 12:47:21",""
"BK877501","HLCU7859274","CMA CGM","MSC ISABELLA","7001N","VNSGN","SGSIN","2026-01-14 17:00:32","2026-02-04 17:00:32","TP1","LOADED","4","2025-12-30 17:00:32",""
"BK446749","TCNU2561785","COSCO","SUNNY FREESIA","6704N","VNSGN","CNSHA","2026-01-25 11:13:09","2026-02-12 11:13:09","TP1","LOADED","5","2026-01-08 11:13:09",""
"BK887744","HLCU7283332","MAERSK","MAERSK HANOI","3104N","VNSGN","CNSHA","2026-01-16 15:34:42","2026-01-30 15:34:42","FE2","LOADED","2","2025-12-25 15:34:42",""
"BK443001","MSCU5728746","MAERSK","SUNNY FREESIA","3102N","VNSGN","SGSIN","2026-01-24 10:41:53","2026-02-08 10:41:53","SE3","LOADED","1","2026-01-16 10:41:53",""
"BK606924","PONU1124449","COSCO","MAERSK HANOI","3202N","VNSGN","USLAX","2026-01-14 17:30:11","2026-02-07 17:30:11","TP1","CANCELLED","4","2026-01-03 17:30:11",""
"BK348710","TCNU6427517","MSC","SUNNY FREESIA","5202N","VNSGN","USLAX","2025-12-17 19:58:45","2026-01-02 19:58:45","FE2","LOADED","2","2025-11-19 19:58:45",""
"BK163637","TCNU8613178","ONE","MSC ISABELLA","9803N","VNSGN","VNHPH","2025-12-13 15:44:55","2026-01-03 15:44:55","TP1","LOADED","4","2025-11-30 15:44:55",""
"BK866752","HLCU8136173","MAERSK","MSC ISABELLA","7804N","VNSGN","CNSHA","2026-01-25 15:20:10","2026-02-08 15:20:10","TP1","LOADED","4","2026-01-07 15:20:10",""
"BK801574","HLCU8878980","COSCO","MSC ISABELLA","4402N","VNSGN","VNHPH","2026-01-20 10:09:21","2026-02-05 10:09:21","TP1","BOOKED","4","2025-12-25 10:09:21",""
"BK703457","TCNU7660557","COSCO","MSC ISABELLA","7504N","VNSGN","VNHPH","2026-01-24 06:11:51","2026-02-04 06:11:51","TP1","LOADED","2","2026-01-16 06:11:51",""
"BK719276","MSCU3843926","COSCO","SUNNY FREESIA","6604N","VNSGN","SGSIN","2026-01-19 16:21:17","2026-01-29 16:21:17","TP1","LOADED","1","2025-12-20 16:21:17",""
"BK859743","TCNU9313628","COSCO","EVER GIVEN","6202N","VNSGN","VNHPH","2026-01-11 09:02:10","2026-02-03 09:02:10","SE3","LOADED","1","2025-12-25 09:02:10",""
"BK605779","HLCU2195954","MSC","MSC ISABELLA","3202N","VNSGN","CNSHA","2025-12-24 04:14:10","2026-01-13 04:14:10","SE3","CANCELLED","3","2025-11-26 04:14:10",""
"BK336513","PONU6228777","CMA CGM","MAERSK HANOI","3702N","VNSGN","USLAX","2026-01-14 10:02:46","2026-02-08 10:02:46","SE3","BOOKED","1","2026-01-01 10:02:46",""
"BK984533","MSCU3169745","MAERSK","MAERSK HANOI","9204N","VNSGN","VNHPH","2026-01-22 10:25:21","2026-02-14 10:25:21","SE3","CANCELLED","5","2026-01-02 10:25:21",""
"BK447806","PONU2436259","ONE","MSC ISABELLA","4203N","VNSGN","CNSHA","2026-01-14 16:17:00","2026-01-19 16:17:00","TP1","BOOKED","3","2025-12-23 16:17:00",""
"BK811690","MSCU6585174","ONE","EVER GIVEN","6703N","VNSGN","VNHPH","2026-01-18 14:06:10","2026-01-29 14:06:10","SE3","CANCELLED","1","2025-12-30 14:06:10",""
"BK405535","HLCU1873552","MSC","MSC ISABELLA","3901N","VNSGN","CNSHA","2026-01-17 06:52:50","2026-01-25 06:52:50","SE3","CANCELLED","2","2025-12-26 06:52:50",""
